name,brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,price_ranges,screen_size_range,battery_capacity_range,rear_camera_range
Intex Aqua Strong 5.2,Intex,Aqua Strong 5.2,2800,5.0,Yes,480,854,4,2000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.39,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Vivo Y55L,Vivo,Y55L,2730,5.2,Yes,1280,720,8,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,No,125.4,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Google Pixel,Google,Pixel,2770,5.0,Yes,1080,1920,4,4000,32.0,12.3,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,267.59,200-400€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Karbonn Titanium 3-D Plex,Karbonn,Titanium 3-D Plex,2300,5.0,Yes,480,854,1,512,4.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,47.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Pro 4G,Intex,Aqua Pro 4G,2000,4.5,Yes,480,854,1,1000,8.0,5.0,2.0,Android,No,Yes,Yes,2,No,No,54.38,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Gionee P7 Max,Gionee,P7 Max,3100,5.5,Yes,720,1080,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,No,71.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Coolpad Note 5,Coolpad,Note 5,4010,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.6,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Lava A97,Lava,A97,2350,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,66.0,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy On8,Samsung,Galaxy On8,3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Micromax Canvas 5 Lite,Micromax,Canvas 5 Lite,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.59,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic P77,Panasonic,P77,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,83.88,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava A56,Lava,A56,1850,5.0,Yes,480,854,2,512,4.0,5.0,0.3,Android,Yes,Yes,No,2,No,No,27.59,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava X28,Lava,X28,2600,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,76.8,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Micromax Bolt Q326+,Micromax,Bolt Q326+,1400,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,38.34,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
HTC Desire 10 Lifestyle,HTC,Desire 10 Lifestyle,2700,5.5,Yes,720,1280,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,192.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy J5 Prime,Samsung,Galaxy J5 Prime,2400,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,149.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Videocon Cube 3,Videocon,Cube 3,3000,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.0,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Zopo Color F1,Zopo,Color F1,2300,5.5,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,52.0,<200€,5.0-6.0(inches),1010-2300(mah),0-24(mp)
Lenovo A7700,Lenovo,A7700,2900,5.5,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Lenovo A6600 Plus,Lenovo,A6600 Plus,2300,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,87.6,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lenovo A6600,Lenovo,A6600,2300,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.4,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Zen Admire Star,Zen,Admire Star,2000,4.5,Yes,480,854,4,512,8.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,33.59,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy Folder 2,Samsung,Galaxy Folder 2,1950,3.8,No,480,800,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,Yes,203.88,200-400€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Xolo Era 1X,Xolo,Era 1X,2500,5.0,Yes,1280,720,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,61.79,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Costa,Intex,Aqua Costa,2200,5.0,Yes,480,854,4,2000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Q7N Pro,Intex,Aqua Q7N Pro,2000,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,32.4,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lyf Water 10,Lyf,Water 10,2300,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,48.72,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Vivo Y21L,Vivo,Y21L,2000,4.5,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.2,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud Tread,Intex,Cloud Tread,2200,5.0,Yes,720,1280,6,2000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,51.59,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
InFocus Bingo 50+,InFocus,Bingo 50+,2600,5.5,Yes,1280,720,4,3000,16.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,77.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Samsung Z2,Samsung,Z2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Tizen,Yes,Yes,Yes,2,Yes,Yes,43.19,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Yu Yureka S,Yu,reka S,3000,5.2,Yes,1080,1920,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,84.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Yu Yunique Plus,Yu,nique Plus,2000,4.7,Yes,720,1280,4,2000,8.0,8.0,2.0,Android,Yes,No,Yes,2,Yes,Yes,74.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Celkon Millennia Ufeel,Celkon,Millennia Ufeel,2000,5.0,Yes,480,854,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,47.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Eco 4G,Intex,Aqua Eco 4G,1400,4.0,No,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,47.88,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Viturbo,Intex,Aqua Viturbo,2000,4.0,No,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,No,1,No,No,59.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lyf Wind 7,Lyf,Wind 7,2250,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lyf Flame 7,Lyf,Flame 7,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,29.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Music,Intex,Aqua Music,3400,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Asus ZenFone Go (ZB450KL),Asus,ZenFone Go (ZB450KL),2070,4.5,Yes,480,854,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lyf Flame 8,Lyf,Flame 8,2000,4.5,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,30.54,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lyf Wind 3,Lyf,Wind 3,2920,5.5,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Micromax Unite 4 Plus,Micromax,Unite 4 Plus,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.98,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Swipe Konnect Plus,Swipe,Konnect Plus,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava X38,Lava,X38,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.39,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Lyf Wind 2,Lyf,Wind 2,2850,6.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.94,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Strong 5.1,Intex,Aqua Strong 5.1,2800,5.0,Yes,480,854,1,1000,8.0,5.0,2.0,Android,No,Yes,Yes,2,Yes,Yes,55.2,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lenovo Vibe K5 Note,Lenovo,Vibe K5 Note,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.88,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Panasonic Eluga Arc 2,Panasonic,Eluga Arc 2,2450,5.0,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.19,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Panasonic T44 Lite,Panasonic,T44 Lite,2400,4.0,Yes,800,480,4,512,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,26.28,<200€,3.0-4.0(inches),2300-3000(mah),0-24(mp)
Intex Cloud String v2.0,Intex,Cloud String v2.0,2200,5.0,Yes,1280,720,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,77.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lyf Water 8,Lyf,Water 8,2600,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,94.8,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Karbonn Fashion Eye,Karbonn,Fashion Eye,2000,5.0,No,1280,720,4,1000,8.0,8.0,3.2,Android,Yes,Yes,No,2,Yes,No,39.35,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy J2 Pro,Samsung,Galaxy J2 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,125.76,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
InFocus M535+,InFocus,M535+,2600,5.5,Yes,1080,1920,8,3000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,72.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Ring,Intex,Aqua Ring,2450,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,59.96,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava A32,Lava,A32,1500,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,23.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lava A68,Lava,A68,1750,4.5,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,83.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Q7N,Intex,Aqua Q7N,2000,4.5,Yes,480,854,4,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.86,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Pride,Intex,Aqua Pride,2800,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,46.64,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava X17,Lava,X17,2350,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.2,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lyf Water 4,Lyf,Water 4,2920,5.0,Yes,720,1280,1,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Asus ZenFone 3 Max (ZC520TL),Asus,ZenFone 3 Max (ZC520TL),4100,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.88,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Karbonn Aura Power,Karbonn,Aura Power,4000,5.0,Yes,480,854,1,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.59,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Samsung Galaxy On7 Pro,Samsung,Galaxy On7 Pro,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy On5 Pro,Samsung,Galaxy On5 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.76,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy J2 (2016),Samsung,Galaxy J2 (2016),2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,71.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Power 4G,Intex,Aqua Power 4G,3800,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.94,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Nubia N1,Nubia,N1,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.99,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Panasonic Eluga Note,Panasonic,Eluga Note,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
TCL 560,TCL,560,2500,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.87,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Karbonn A91 Storm,Karbonn,A91 Storm,2200,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Vivo X7,Vivo,X7,3000,5.2,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
iBall Andi 5G Blink 4G,iBall,Andi 5G Blink 4G,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.68,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Nubia Z11,Nubia,Z11,3000,5.5,Yes,1080,1920,4,6000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,251.99,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Lyf Earth 2,Lyf,Earth 2,2500,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Classic,Intex,Aqua Classic,2100,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,57.48,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Fire 5,Micromax,Canvas Fire 5,2500,5.5,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,88.67,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Oppo A37,Oppo,A37,2630,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,103.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Sense 5.1,Intex,Aqua Sense 5.1,2500,5.0,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.9,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Panasonic P75,Panasonic,P75,5000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,65.99,<200€,4.0-5.0(inches),4500-6000(mah),0-24(mp)
Xiaomi Redmi 3S,Xiaomi,Redmi 3S,4100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,78.0,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Intex Aqua View,Intex,Aqua View,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.79,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lyf Wind 1,Lyf,Wind 1,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,84.0,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic T44,Panasonic,T44,2400,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,43.08,<200€,3.0-4.0(inches),2300-3000(mah),0-24(mp)
Panasonic T30,Panasonic,T30,1400,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,29.86,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lenovo Phab 2,Lenovo,Phab 2,4050,6.4,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,107.99,<200€,6+(inches),3500-4500(mah),0-24(mp)
Lenovo Phab 2 Pro,Lenovo,Phab 2 Pro,4050,6.4,Yes,1440,2560,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,275.99,200-400€,6+(inches),3500-4500(mah),0-24(mp)
Lava X81,Lava,X81,2700,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lyf Wind 5,Lyf,Wind 5,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,100.79,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava X46,Lava,X46,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,116.4,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Cloud Glory 4G,Intex,Cloud Glory 4G,1800,4.5,Yes,480,584,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy J3 Pro,Samsung,Galaxy J3 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.59,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lyf Flame 6,Lyf,Flame 6,1750,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,23.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Swipe Elite Plus,Swipe,Elite Plus,3050,5.0,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,<200€,4.0-5.0(inches),3000-3500(mah),0-24(mp)
Lava A82,Lava,A82,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,107.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Shine 4G,Intex,Aqua Shine 4G,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
LG Stylus 2 Plus,LG,Stylus 2 Plus,3000,5.7,Yes,1080,1920,8,3000,16.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,107.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
LG X Power,LG,X Power,4100,5.3,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Lyf Flame 4,Lyf,Flame 4,1400,4.0,Yes,480,800,4,512,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,Yes,50.39,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Zen Admire SXY,Zen,Admire SXY,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,31.67,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava A59,Lava,A59,1750,4.5,Yes,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,No,2,Yes,No,50.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava A48,Lava,A48,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,28.79,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Panasonic Eluga A2,Panasonic,Eluga A2,4000,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.16,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Lava A79,Lava,A79,2200,5.5,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,50.4,<200€,5.0-6.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Selfie 4,Micromax,Canvas Selfie 4,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,71.64,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Micromax Bolt Selfie,Micromax,Bolt Selfie,1750,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.59,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud String HD,Intex,Cloud String HD,2200,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Secure,Intex,Aqua Secure,1900,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Motorola Moto G4 Play,Motorola,Moto G4 Play,2800,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Sony Xperia XA Ultra,Sony,Xperia XA Ultra,2700,6.0,Yes,1080,1920,8,3000,16.0,21.5,16.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Lenovo Vibe C,Lenovo,Vibe C,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,54.0,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
HTC Desire 628 Dual SIM,HTC,Desire 628 Dual SIM,2200,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.98,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lyf Wind 4,Lyf,Wind 4,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Lyf Flame 2,Lyf,Flame 2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,43.19,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lava A67,Lava,A67,2000,5.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,40.79,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas XP 4G,Micromax,Canvas XP 4G,2000,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,No,No,No,2,Yes,Yes,55.14,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud Fame,Intex,Cloud Fame,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,47.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Joy,Intex,Aqua Joy,1450,4.0,Yes,480,800,4,512,4.0,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
