brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price
Xolo,Win Q900s,1800,4.7,Yes,720,1280,4,1000,8.0,8.0,2.0,Windows,Yes,Yes,Yes,2,Yes,No,53.94
Sony,Xperia T3,2500,5.3,Yes,720,1280,4,1000,8.0,8.0,1.1,Android,Yes,Yes,Yes,1,Yes,Yes,221.88
Micromax,Unite 2,2000,4.7,Yes,480,800,4,1000,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,107.99
Lava,Iris X1,1800,4.5,Yes,480,854,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,43.58
BlackBerry,Z3,2500,5.0,Yes,540,960,2,1000,8.0,5.0,1.1,BlackBerry,Yes,Yes,Yes,1,Yes,No,228.00
Lava,Iris Pro 20,2000,4.7,Yes,540,960,4,1000,4.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,60.48
LG,L90 Dual,2540,4.7,Yes,540,960,4,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,39.59
Karbonn,Titanium Octane Plus,2000,5.0,Yes,1080,1920,8,2000,16.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,149.93
Lenovo,S860,4000,5.3,Yes,720,1280,4,2000,16.0,8.0,1.5,Android,Yes,Yes,Yes,2,Yes,No,224.98
Micromax,Canvas Turbo Mini,1800,4.69,Yes,720,1280,4,1000,4.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,77.94
Intex,Aqua Octa,2300,6.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,201.82
Xolo,Q3000,4000,5.7,Yes,1080,1920,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,217.66
Gionee,Pioneer P3,1700,4.3,Yes,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,89.93
Nokia,Lumia 525,1430,4.0,Yes,480,800,2,1000,8.0,5.0,0.0,Windows,Yes,Yes,Yes,1,Yes,No,90.00
Xolo,Q2000,2600,5.5,Yes,720,1280,4,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,174.41
Micromax,Canvas Turbo,2000,5.0,Yes,1080,1920,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,209.88
Nokia,Lumia 1320,3400,6.0,Yes,720,1280,2,1000,8.0,5.0,0.3,Windows,Yes,Yes,Yes,1,Yes,Yes,119.52
LG,G Pro Lite,3140,5.5,Yes,540,960,2,1000,8.0,8.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,70.79
BlackBerry,Z30,2880,5.0,Yes,720,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,99.60
HTC,Desire 500,1800,4.3,Yes,480,800,4,1000,4.0,8.0,1.6,Android,Yes,Yes,Yes,2,Yes,No,228.00
Nokia,Lumia 625,2000,4.7,Yes,480,800,2,512,8.0,5.0,0.3,Windows,Yes,Yes,Yes,1,Yes,Yes,59.99
Xolo,Play T1000,2000,4.7,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,No,169.84
Gionee,Elife E3,1800,4.7,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,77.99
Samsung,Galaxy S4 Zoom,2330,4.3,Yes,560,960,2,1000,8.0,16.0,1.9,Android,Yes,Yes,Yes,1,Yes,Yes,191.88
HTC,Desire 600,1860,4.5,Yes,540,960,4,1000,8.0,8.0,1.6,Android,Yes,Yes,Yes,2,Yes,No,270.00
Samsung,Galaxy Pocket,1200,2.8,Yes,240,320,1,289,3.0,2.0,0.0,Android,Yes,Yes,Yes,1,Yes,No,38.28
Samsung,Galaxy Grand Duos,2100,5.0,Yes,480,800,2,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,107.99
Nokia,Asha 501,1200,3.0,Yes,240,320,1,64,0.128,3.2,0.0,Cyanogen,Yes,Yes,No,2,No,No,59.99
Nokia,Lumia 610,1300,3.7,Yes,480,800,1,256,8.0,5.0,0.0,Windows,Yes,Yes,Yes,1,Yes,No,59.88
Nokia,Lumia 520,1430,4.0,Yes,480,800,2,512,8.0,5.0,0.0,Windows,Yes,Yes,Yes,1,Yes,No,46.20
LG,Optimus L3 II Dual,1540,3.2,Yes,240,320,1,512,4.0,3.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,23.99
BlackBerry,Curve 9220,1450,2.44,No,240,320,1,512,0.512,2.0,0.0,BlackBerry,Yes,Yes,No,1,No,No,83.99
Coolpad,Cool 5,4000,6.22,Yes,720,1520,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,1,No,No,83.99
iVoomi,Innelo 1,3000,5.86,Yes,720,1520,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99
Mobiistar,XQ Dual,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,62.39
Comio,X1 Note,2900,6.0,Yes,1080,2160,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.60
Intex,Aqua Lions N1,1400,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,31.08
Karbonn,A40 Indian,1400,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,Yes,39.00
Videocon,Metal Pro 2,2000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99
iVoomi,Me 1+,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99
iVoomi,Me 1,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Asus,ZenFone Live,2650,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,55.19
Intex,Aqua Crystal,2100,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,72.00
Alcatel,Pixi 4 (5),2000,5.0,Yes,480,854,1,1000,8.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,Yes,35.99
Reach,Allure,2600,5.5,Yes,540,960,4,1000,8.0,10.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,32.39
Karbonn,Quattro L52,2250,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,103.79
InFocus,Bingo 10,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,38.39
HTC,Desire 626 Dual SIM,2000,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.99
Intex,Aqua Trend,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.33
HTC,Desire 310,2000,4.5,Yes,480,854,4,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,32.39
Xolo,Q1000 Opus,2000,5.0,Yes,480,854,4,1000,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,113.99
BlackBerry,9720,1450,2.8,Yes,360,480,1,512,0.512,5.0,0.0,BlackBerry,Yes,Yes,Yes,1,Yes,No,90.00
Zen,Cinemax 3,2900,5.5,Yes,480,854,4,2000,16.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,39.59
Samsung,Galaxy S20+,4500,6.7,Yes,1440,3200,8,8000,128.0,12.0,10.0,Android,Yes,Yes,Yes,2,Yes,Yes,887.99
Samsung,Galaxy S20 Ultra,5000,6.9,Yes,1440,3200,8,12000,128.0,108.0,40.0,Android,Yes,Yes,Yes,2,Yes,Yes,1115.99
Xiaomi,Redmi 8A Dual,5000,6.22,Yes,720,1520,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99
Lava,Z53,4120,6.1,Yes,600,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.95
Samsung,Galaxy Z Flip,3300,6.7,Yes,1080,2636,8,8000,256.0,12.0,10.0,Android,Yes,Yes,Yes,1,No,No,2099.88
Samsung,Galaxy S20,4000,6.2,Yes,1440,3200,8,8000,128.0,12.0,10.0,Android,Yes,Yes,Yes,2,Yes,Yes,803.99
Lava,Z71,3200,5.7,Yes,720,1520,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,No,75.59
Nokia,2.3,4000,6.2,Yes,720,1520,4,2000,32.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,85.79
Tecno,Spark Power,6000,6.35,Yes,720,1548,8,4000,64.0,13.0,13.0,Android,Yes,Yes,No,2,Yes,Yes,101.99
Vivo,Y19,5000,6.53,Yes,1080,2340,8,4000,128.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.88
Lava,Z41,2500,5.0,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,46.79
Tecno,Camon 12 Air,4000,6.55,Yes,720,1600,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.52
Micromax,iOne Note,3950,6.09,Yes,720,1560,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,80.33
Google,Pixel 4 XL,3700,6.3,Yes,1440,3040,8,6000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,1006.80
Google,Pixel 4,2800,5.7,Yes,1080,2280,8,6000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,834.00
Lenovo,K10 Plus,4050,6.22,Yes,720,1520,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99
Samsung,Galaxy A70s,4500,6.7,Yes,1080,2400,8,6000,128.0,64.0,32.0,Android,Yes,Yes,Yes,1,No,No,311.99
Apple,iPhone 11 Pro,3046,5.8,Yes,1125,2436,6,4000,64.0,12.0,12.0,iOS,Yes,Yes,Yes,2,Yes,Yes,1162.80
Samsung,Galaxy A20s,4000,6.5,Yes,720,1560,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99
Oppo,Reno 2F,4000,6.53,Yes,1080,2340,8,8000,128.0,48.0,16.0,Android,Yes,Yes,No,1,No,No,250.80
Samsung,Galaxy A30s,4000,6.4,Yes,720,1560,8,4000,64.0,25.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.76
Lava,Z93,3500,6.22,Yes,720,1520,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,97.19
HTC,Wildfire X,3300,6.22,Yes,720,1520,8,3000,32.0,12.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,95.99
Samsung,Galaxy A10s,4000,6.2,Yes,720,1520,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.99
Huawei,Mate 30 Pro,4500,6.53,Yes,1176,2400,8,8000,128.0,40.0,32.0,Android,Yes,Yes,Yes,2,Yes,Yes,927.59
Samsung,Galaxy Note 10,3500,6.3,Yes,1080,2280,8,8000,256.0,12.0,10.0,Android,Yes,Yes,Yes,2,Yes,Yes,839.99
Tecno,Phantom 9,3500,6.4,Yes,1080,2340,8,6000,128.0,16.0,32.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99
LG,W30 Pro,4050,6.22,Yes,720,1520,8,4000,64.0,13.0,16.0,Android,Yes,Yes,No,2,Yes,Yes,149.76
Vivo,Y12,5000,6.35,Yes,720,1544,8,3000,64.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,114.60
Itel,A46,2400,5.45,Yes,720,1440,8,2000,16.0,8.0,5.0,Android,No,No,No,1,No,No,53.40
Huawei,Y9 Prime 2019,4000,6.59,Yes,1080,2340,8,4000,128.0,16.0,16.0,Android,Yes,Yes,No,2,Yes,Yes,173.40
Samsung,Galaxy A80,3700,6.7,Yes,1080,2400,8,8000,128.0,48.0,0.0,Android,Yes,Yes,Yes,2,Yes,Yes,431.88
Oppo,Reno,3765,6.4,Yes,1080,2340,8,8000,128.0,48.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,323.88
Samsung,Galaxy A2 Core,2600,5.0,Yes,540,960,8,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,63.48
Samsung,Galaxy A20,4000,6.4,Yes,720,1560,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,1,No,No,118.80
Vivo,Y91i,4030,6.22,Yes,720,1520,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.59
Panasonic,Eluga Ray 800,4000,5.5,Yes,1080,1920,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,77.86
Lava,Z40,2250,4.0,Yes,400,800,4,1000,8.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99
Samsung,Galaxy Fold,4380,7.3,Yes,1536,2152,8,12000,512.0,16.0,10.0,Android,Yes,Yes,Yes,2,Yes,Yes,1979.99
Gionee,F205 Pro,3000,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,53.86
Tecno,Camon iAce 2X,3050,5.5,Yes,720,1440,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.79
Tecno,Camon iAce 2,3050,5.5,Yes,720,1440,4,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,62.39
Coolpad,Cool 3,3000,5.71,Yes,720,1520,8,3000,32.0,8.0,5.0,Android,Yes,Yes,No,2,No,No,55.79
Vivo,Y91,4030,6.22,Yes,720,1520,8,2000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,100.19
Itel,A44 Air,2400,5.45,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.01
Oppo,R15 Pro,3400,6.28,Yes,1080,2280,8,6000,128.0,20.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,171.59
10.or,G2,5000,6.18,Yes,1080,2246,8,4000,64.0,16.0,12.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99
Xolo,Era 4X,3000,5.45,Yes,720,1440,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99
Micromax,Infinity N11,4000,6.19,Yes,720,1500,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.79
Tambo,TA-3,2100,4.95,Yes,480,960,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.48
Tambo,TA-2,2500,5.0,Yes,480,854,8,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.80
Meizu,M6T,3300,5.7,Yes,720,1440,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,107.99
Meizu,C9,3000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,42.47
Motorola,Moto G7 Power,5000,6.2,Yes,720,1520,8,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,130.44
Motorola,Moto G7,3000,6.2,Yes,1080,2270,8,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.53
Itel,A44 Power,4000,5.45,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.88
Vivo,Y95,4030,6.22,Yes,720,1520,8,4000,64.0,13.0,20.0,Android,Yes,Yes,Yes,1,No,No,125.99
Lava,Z81,3000,5.7,Yes,720,1440,4,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Vivo,Y93,4030,6.2,Yes,720,1580,8,3000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,119.40
Micromax,Bharat 5 Infinity Edition,5000,5.45,Yes,720,1440,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.39
Micromax,Spark Go,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,37.19
Panasonic,Eluga Z1 Pro,4000,6.19,Yes,720,1500,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,101.88
Panasonic,Eluga Z1,4000,6.19,Yes,720,1500,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,83.88
Panasonic,Eluga Ray 530,3000,5.7,Yes,720,1440,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99
Razer,Phone 2,4000,5.72,Yes,1440,2560,8,8000,64.0,12.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,659.88
iVoomi,Z1,2800,5.67,Yes,720,1498,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.88
Panasonic,Eluga X1,3000,6.18,Yes,1080,2246,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,106.79
Intex,Staari 11,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
iVoomi,iPro,2000,4.95,Yes,480,960,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99
Vivo,V11,3315,6.3,Yes,1080,2340,8,6000,64.0,16.0,25.0,Android,Yes,Yes,Yes,2,Yes,Yes,170.75
Motorola,One,3000,5.9,Yes,720,1440,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,1,No,No,113.88
HTC,U12 Life,3600,6.0,Yes,1080,2160,8,4000,64.0,16.0,13.0,Android,Yes,Yes,Yes,2,No,No,155.88
Yu,Ace,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,47.99
Homtom,H5,3300,5.5,Yes,720,1440,8,3000,32.0,16.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,58.08
Homtom,H3,3500,5.5,Yes,720,1440,8,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,58.80
Homtom,H1,3000,5.5,Yes,640,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,44.99
Lava,Z60s,2500,5.0,Yes,720,1080,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,1,No,No,58.68
Itel,A22 Pro,2400,5.0,Yes,480,960,4,2000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.20
Itel,A45,2700,5.45,Yes,720,1440,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Samsung,Galaxy A8 Star,3700,6.28,Yes,1880,2220,8,6000,64.0,16.0,24.0,Android,Yes,Yes,Yes,2,No,No,249.60
Vivo,Y83 Pro,3260,6.22,Yes,720,1520,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,167.40
Tecno,Camon iSky 2,3050,5.5,Yes,720,1440,4,2000,16.0,13.0,13.0,Android,Yes,Yes,No,2,Yes,Yes,70.79
Tecno,Camon iACE,3050,5.5,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,55.19
Oppo,R17,3500,6.4,Yes,1080,2280,8,8000,128.0,16.0,25.0,Android,Yes,Yes,Yes,1,No,No,215.88
Meizu,16,3010,6.0,Yes,1080,2160,8,6000,64.0,12.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,233.88
BlackBerry,Evolve,4000,5.99,Yes,1080,2160,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,1,No,No,167.99
Samsung,Galaxy On8 (2018),3500,6.0,Yes,720,1480,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.88
Tecno,Camon iTwin,4000,6.0,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88
Vivo,Y71i,3285,6.0,Yes,720,1440,4,2000,16.0,8.0,5.0,Android,No,Yes,No,1,No,No,90.00
Alcatel,5V,4000,6.2,Yes,720,1500,8,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,1,No,No,155.99
Intex,Infie 33,3000,5.34,Yes,480,960,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99
Intex,Infie 3,2000,4.95,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.40
Oppo,A3s,4230,6.2,Yes,720,1520,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,89.40
Oppo,A5,4230,6.2,Yes,720,1520,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88
Vivo,Z10,3225,6.0,Yes,720,1440,8,4000,32.0,16.0,24.0,Android,Yes,Yes,Yes,1,No,No,95.93
Samsung,Galaxy On6,3000,5.6,Yes,720,1480,8,4000,64.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,211.20
Alcatel,1,2000,5.0,Yes,480,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,41.99
Vivo,Y81,3260,6.22,Yes,720,1520,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,117.48
Panasonic,P90,2400,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,46.79
Lephone,Dazen 6A,3000,5.7,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,94.80
Comio,C1 Pro,2500,5.0,Yes,720,1440,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99
iVoomi,V5,2800,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99
LG,Q Stylus+,3300,6.2,Yes,1080,2160,8,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,203.99
LG,Q Stylus,3300,6.2,Yes,1080,2160,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,179.99
Lenovo,A5,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,63.60
Nokia,3.1,2990,5.2,Yes,720,1440,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,71.93
Aqua,Jazz,2800,5.0,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,No,1,No,No,55.19
Vivo,Y83,3260,6.22,Yes,720,1520,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,124.79
BlackBerry,KEY2,3500,4.5,Yes,1080,1620,8,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.93
Mobiistar,CQ,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,13.0,Android,Yes,Yes,No,2,Yes,Yes,51.53
Micromax,Bharat Go,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.47
iVoomi,i2,4000,5.45,Yes,720,1440,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,51.59
LG,Q7+,3000,5.5,Yes,1080,2160,8,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,No,No,142.19
LG,Q7,3000,5.5,Yes,1080,2160,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,106.50
HTC,U12+,3500,6.0,Yes,1440,2880,8,6000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,899.88
Nokia,X6,3060,5.8,Yes,1080,2280,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Kult,Impulse,4000,5.99,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,No,No,52.54
Samsung,Galaxy J4,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.09
Karbonn,Frames S9,2900,5.2,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,No,No,83.99
Intex,Staari 10,2800,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Panasonic,P95,2300,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,44.10
LG,G7 ThinQ,3000,6.1,Yes,1440,3120,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,No,No,431.99
Samsung,Galaxy A6,3000,5.6,Yes,720,1480,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,1,No,No,155.99
Samsung,Galaxy J2 (2018),2600,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.59
Vivo,Y53i,2500,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,92.47
Vivo,V9 Youth,3260,6.3,Yes,1080,2280,8,4000,32.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88
Motorola,Moto E5,4000,5.7,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,95.40
Vivo,Y71,3360,6.0,Yes,720,1440,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.00
Coolpad,A1,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,No,No,55.08
Samsung,Galaxy J7 Duo,3000,5.5,Yes,720,1280,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,127.68
Honor,7A,3000,5.7,Yes,720,1440,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Lava,Z91,3000,5.7,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,No,No,No,2,No,No,95.99
Oppo,A83 (2018),3180,5.7,Yes,720,1440,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,113.88
LG,K9,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,75.59
Samsung,Galaxy J7 Prime 2,3300,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,126.00
Intex,Aqua Lions E3,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,47.99
Itel,A44 Pro,2400,5.45,Yes,720,1440,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,46.68
Itel,A44,2400,5.45,Yes,480,960,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.20
Motorola,Moto G6 Plus,3200,5.93,Yes,1080,2160,8,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,154.80
