brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_t,url
Honor,8 Smart,3000,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,Yes,200.39,2,2,2,2,https://www.amazon.com/s?k=Honor+8+Smart
Honor,Holly 3,3100,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,71.99,2,2,2,3,https://www.amazon.com/s?k=Honor+Holly+3
BlackBerry,DTEK60,3000,5.5,Yes,1440,2560,4,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,203.99,1,1,1,2,https://www.amazon.com/s?k=BlackBerry+DTEK60
Xiaomi,Mi Max Prime,4850,6.44,Yes,1080,1920,6,4000,128.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.99,4,3,3,4,https://www.amazon.com/s?k=Xiaomi+Mi+Max+Prime
Lyf,Wind 4S,4000,5.0,Yes,720,1820,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.98,1,1,1,3,https://www.amazon.com/s?k=Lyf+Wind+4S
Lyf,Flame 7s,1800,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,No,Yes,42.95,1,1,1,1,https://www.amazon.com/s?k=Lyf+Flame+7s
Zen,Cinemax Force,2900,5.5,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,1,1,1,2,https://www.amazon.com/s?k=Zen+Cinemax+Force
Intex,Aqua Strong 5.2,2800,5.0,Yes,480,854,4,2000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.39,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Strong+5.2
Vivo,Y55L,2730,5.2,Yes,1280,720,8,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,No,125.4,2,2,2,2,https://www.amazon.com/s?k=Vivo+Y55L
Google,Pixel,2770,5.0,Yes,1080,1920,4,4000,32.0,12.3,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,267.59,1,1,1,2,https://www.amazon.com/s?k=Google+Pixel
Karbonn,Titanium 3-D Plex,2300,5.0,Yes,480,854,1,512,4.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,47.99,1,1,1,2,https://www.amazon.com/s?k=Karbonn+Titanium+3-D+Plex
Intex,Aqua Pro 4G,2000,4.5,Yes,480,854,1,1000,8.0,5.0,2.0,Android,No,Yes,Yes,2,No,No,54.38,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Pro+4G
Gionee,P7 Max,3100,5.5,Yes,720,1080,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,No,71.99,2,2,2,3,https://www.amazon.com/s?k=Gionee+P7+Max
Coolpad,Note 5,4010,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.6,3,2,2,4,https://www.amazon.com/s?k=Coolpad+Note+5
Lava,A97,2350,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,66.0,1,1,1,2,https://www.amazon.com/s?k=Lava+A97
Samsung,Galaxy On8,3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,2,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+On8
Micromax,Canvas 5 Lite,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.59,1,1,1,1,https://www.amazon.com/s?k=Micromax+Canvas+5+Lite
Panasonic,P77,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,83.88,1,1,1,1,https://www.amazon.com/s?k=Panasonic+P77
Lava,A56,1850,5.0,Yes,480,854,2,512,4.0,5.0,0.3,Android,Yes,Yes,No,2,No,No,27.59,1,1,1,1,https://www.amazon.com/s?k=Lava+A56
Lava,X28,2600,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,76.8,1,1,1,2,https://www.amazon.com/s?k=Lava+X28
Micromax,Bolt Q326+,1400,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,38.34,1,1,1,1,https://www.amazon.com/s?k=Micromax+Bolt+Q326+
HTC,Desire 10 Lifestyle,2700,5.5,Yes,720,1280,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,192.0,1,1,1,2,https://www.amazon.com/s?k=HTC+Desire+10+Lifestyle
Samsung,Galaxy J5 Prime,2400,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,149.99,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+J5+Prime
Videocon,Cube 3,3000,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.0,1,1,1,2,https://www.amazon.com/s?k=Videocon+Cube+3
Zopo,Color F1,2300,5.5,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,52.0,1,1,1,2,https://www.amazon.com/s?k=Zopo+Color+F1
Lenovo,A7700,2900,5.5,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,1,1,1,2,https://www.amazon.com/s?k=Lenovo+A7700
Lenovo,A6600 Plus,2300,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,87.6,1,1,1,2,https://www.amazon.com/s?k=Lenovo+A6600+Plus
Lenovo,A6600,2300,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.4,1,1,1,2,https://www.amazon.com/s?k=Lenovo+A6600
Zen,Admire Star,2000,4.5,Yes,480,854,4,512,8.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,33.59,1,1,1,1,https://www.amazon.com/s?k=Zen+Admire+Star
Samsung,Galaxy Folder 2,1950,3.8,No,480,800,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,Yes,203.88,1,1,1,1,https://www.amazon.com/s?k=Samsung+Galaxy+Folder+2
Xolo,Era 1X,2500,5.0,Yes,1280,720,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,61.79,1,1,1,2,https://www.amazon.com/s?k=Xolo+Era+1X
Intex,Aqua Costa,2200,5.0,Yes,480,854,4,2000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Costa
Intex,Aqua Q7N Pro,2000,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,32.4,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Q7N+Pro
Lyf,Water 10,2300,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,48.72,2,2,2,2,https://www.amazon.com/s?k=Lyf+Water+10
Vivo,Y21L,2000,4.5,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.2,1,1,1,1,https://www.amazon.com/s?k=Vivo+Y21L
Intex,Cloud Tread,2200,5.0,Yes,720,1280,6,2000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,51.59,2,1,1,2,https://www.amazon.com/s?k=Intex+Cloud+Tread
InFocus,Bingo 50+,2600,5.5,Yes,1280,720,4,3000,16.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,77.99,1,1,1,2,https://www.amazon.com/s?k=InFocus+Bingo+50+
Samsung,Z2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Tizen,Yes,Yes,Yes,2,Yes,Yes,43.19,1,1,1,1,https://www.amazon.com/s?k=Samsung+Z2
Yu,reka S,3000,5.2,Yes,1080,1920,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,84.0,1,1,1,2,https://www.amazon.com/s?k=Yu+reka+S
Yu,nique Plus,2000,4.7,Yes,720,1280,4,2000,8.0,8.0,2.0,Android,Yes,No,Yes,2,Yes,Yes,74.39,1,1,1,1,https://www.amazon.com/s?k=Yu+nique+Plus
Celkon,Millennia Ufeel,2000,5.0,Yes,480,854,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,47.99,1,1,1,1,https://www.amazon.com/s?k=Celkon+Millennia+Ufeel
Intex,Aqua Eco 4G,1400,4.0,No,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,47.88,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Eco+4G
Intex,Aqua Viturbo,2000,4.0,No,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,No,1,No,No,59.99,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Viturbo
Lyf,Wind 7,2250,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,1,1,1,2,https://www.amazon.com/s?k=Lyf+Wind+7
Lyf,Flame 7,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,29.99,1,1,1,1,https://www.amazon.com/s?k=Lyf+Flame+7
Intex,Aqua Music,3400,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,1,1,1,3,https://www.amazon.com/s?k=Intex+Aqua+Music
Asus,ZenFone Go (ZB450KL),2070,4.5,Yes,480,854,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,1,1,1,2,https://www.amazon.com/s?k=Asus+ZenFone+Go+(ZB450KL)
Lyf,Flame 8,2000,4.5,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,30.54,1,1,1,1,https://www.amazon.com/s?k=Lyf+Flame+8
Lyf,Wind 3,2920,5.5,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,1,1,2,https://www.amazon.com/s?k=Lyf+Wind+3
Micromax,Unite 4 Plus,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.98,1,1,1,2,https://www.amazon.com/s?k=Micromax+Unite+4+Plus
Swipe,Konnect Plus,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.88,1,1,1,2,https://www.amazon.com/s?k=Swipe+Konnect+Plus
Lava,X38,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.39,1,1,1,3,https://www.amazon.com/s?k=Lava+X38
Lyf,Wind 2,2850,6.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.94,1,1,1,2,https://www.amazon.com/s?k=Lyf+Wind+2
Intex,Aqua Strong 5.1,2800,5.0,Yes,480,854,1,1000,8.0,5.0,2.0,Android,No,Yes,Yes,2,Yes,Yes,55.2,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Strong+5.1
Lenovo,Vibe K5 Note,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.88,2,2,2,3,https://www.amazon.com/s?k=Lenovo+Vibe+K5+Note
Panasonic,Eluga Arc 2,2450,5.0,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.19,1,1,1,2,https://www.amazon.com/s?k=Panasonic+Eluga+Arc+2
Panasonic,T44 Lite,2400,4.0,Yes,800,480,4,512,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,26.28,1,1,1,2,https://www.amazon.com/s?k=Panasonic+T44+Lite
Intex,Cloud String v2.0,2200,5.0,Yes,1280,720,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,77.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Cloud+String+v2.0
Lyf,Water 8,2600,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,94.8,2,2,2,2,https://www.amazon.com/s?k=Lyf+Water+8
Karbonn,Fashion Eye,2000,5.0,No,1280,720,4,1000,8.0,8.0,3.2,Android,Yes,Yes,No,2,Yes,No,39.35,1,1,1,1,https://www.amazon.com/s?k=Karbonn+Fashion+Eye
Samsung,Galaxy J2 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,125.76,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+J2+Pro
InFocus,M535+,2600,5.5,Yes,1080,1920,8,3000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,72.0,2,2,2,2,https://www.amazon.com/s?k=InFocus+M535+
Intex,Aqua Ring,2450,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,59.96,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Ring
Lava,A32,1500,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,23.99,1,1,1,1,https://www.amazon.com/s?k=Lava+A32
Lava,A68,1750,4.5,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,83.99,1,1,1,1,https://www.amazon.com/s?k=Lava+A68
Intex,Aqua Q7N,2000,4.5,Yes,480,854,4,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.86,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Q7N
Intex,Aqua Pride,2800,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,46.64,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Pride
Lava,X17,2350,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.2,1,1,1,2,https://www.amazon.com/s?k=Lava+X17
Lyf,Water 4,2920,5.0,Yes,720,1280,1,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,1,1,2,https://www.amazon.com/s?k=Lyf+Water+4
Asus,ZenFone 3 Max (ZC520TL),4100,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.88,1,1,1,4,https://www.amazon.com/s?k=Asus+ZenFone+3+Max+(ZC520TL)
Karbonn,Aura Power,4000,5.0,Yes,480,854,1,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.59,1,1,1,3,https://www.amazon.com/s?k=Karbonn+Aura+Power
Samsung,Galaxy On7 Pro,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+On7+Pro
Samsung,Galaxy On5 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.76,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+On5+Pro
Samsung,Galaxy J2 (2016),2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,71.88,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+J2+(2016)
Intex,Aqua Power 4G,3800,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.94,1,1,1,3,https://www.amazon.com/s?k=Intex+Aqua+Power+4G
Nubia,N1,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.99,2,2,2,4,https://www.amazon.com/s?k=Nubia+N1
Panasonic,Eluga Note,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,2,2,2,2,https://www.amazon.com/s?k=Panasonic+Eluga+Note
TCL,560,2500,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.87,1,1,1,2,https://www.amazon.com/s?k=TCL+560
Karbonn,A91 Storm,2200,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,1,1,1,2,https://www.amazon.com/s?k=Karbonn+A91+Storm
Vivo,X7,3000,5.2,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,3,2,2,2,https://www.amazon.com/s?k=Vivo+X7
iBall,Andi 5G Blink 4G,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.68,1,1,1,2,https://www.amazon.com/s?k=iBall+Andi+5G+Blink+4G
Nubia,Z11,3000,5.5,Yes,1080,1920,4,6000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,251.99,3,2,2,2,https://www.amazon.com/s?k=Nubia+Z11
Lyf,Earth 2,2500,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,2,2,2,2,https://www.amazon.com/s?k=Lyf+Earth+2
Intex,Aqua Classic,2100,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,57.48,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Classic
Micromax,Canvas Fire 5,2500,5.5,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,88.67,1,1,1,2,https://www.amazon.com/s?k=Micromax+Canvas+Fire+5
Oppo,A37,2630,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,103.99,1,1,1,2,https://www.amazon.com/s?k=Oppo+A37
Intex,Aqua Sense 5.1,2500,5.0,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.9,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Sense+5.1
Panasonic,P75,5000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,65.99,1,1,1,4,https://www.amazon.com/s?k=Panasonic+P75
Xiaomi,Redmi 3S,4100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,78.0,2,2,2,4,https://www.amazon.com/s?k=Xiaomi+Redmi+3S
Intex,Aqua View,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.79,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+View
Lyf,Water 7,3000,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5.93,2,2,2,2,https://www.amazon.com/s?k=Lyf+Water+7
Lyf,Wind 1,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,84.0,1,1,1,2,https://www.amazon.com/s?k=Lyf+Wind+1
Panasonic,T44,2400,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,43.08,1,1,1,2,https://www.amazon.com/s?k=Panasonic+T44
Panasonic,T30,1400,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,29.86,1,1,1,1,https://www.amazon.com/s?k=Panasonic+T30
Lenovo,Phab 2,4050,6.4,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,107.99,1,1,1,4,https://www.amazon.com/s?k=Lenovo+Phab+2
Lenovo,Phab 2 Pro,4050,6.4,Yes,1440,2560,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,275.99,3,2,2,4,https://www.amazon.com/s?k=Lenovo+Phab+2+Pro
Lava,X81,2700,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,1,1,2,https://www.amazon.com/s?k=Lava+X81
Lyf,Wind 5,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,100.79,1,1,1,1,https://www.amazon.com/s?k=Lyf+Wind+5
Lava,X46,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,116.4,1,1,1,2,https://www.amazon.com/s?k=Lava+X46
Intex,Cloud Glory 4G,1800,4.5,Yes,480,584,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,1,1,1,1,https://www.amazon.com/s?k=Intex+Cloud+Glory+4G
Samsung,Galaxy J3 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.59,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+J3+Pro
Lyf,Flame 6,1750,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,23.99,1,1,1,1,https://www.amazon.com/s?k=Lyf+Flame+6
Swipe,Elite Plus,3050,5.0,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,2,2,2,3,https://www.amazon.com/s?k=Swipe+Elite+Plus
Lava,A82,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,107.99,1,1,1,1,https://www.amazon.com/s?k=Lava+A82
Intex,Aqua Shine 4G,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Shine+4G
LG,Stylus 2 Plus,3000,5.7,Yes,1080,1920,8,3000,16.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,107.99,2,2,2,2,https://www.amazon.com/s?k=LG+Stylus+2+Plus
LG,X Power,4100,5.3,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,1,1,1,4,https://www.amazon.com/s?k=LG+X+Power
Lyf,Flame 4,1400,4.0,Yes,480,800,4,512,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,Yes,50.39,1,1,1,1,https://www.amazon.com/s?k=Lyf+Flame+4
Zen,Admire SXY,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,31.67,1,1,1,1,https://www.amazon.com/s?k=Zen+Admire+SXY
Lava,A59,1750,4.5,Yes,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,No,2,Yes,No,50.39,1,1,1,1,https://www.amazon.com/s?k=Lava+A59
Lava,A48,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,28.79,1,1,1,1,https://www.amazon.com/s?k=Lava+A48
Panasonic,Eluga A2,4000,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.16,1,1,1,3,https://www.amazon.com/s?k=Panasonic+Eluga+A2
Lava,A79,2200,5.5,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,50.4,1,1,1,2,https://www.amazon.com/s?k=Lava+A79
Micromax,Canvas Selfie 4,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,71.64,1,1,1,2,https://www.amazon.com/s?k=Micromax+Canvas+Selfie+4
Micromax,Bolt Selfie,1750,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.59,1,1,1,1,https://www.amazon.com/s?k=Micromax+Bolt+Selfie
Intex,Cloud String HD,2200,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Cloud+String+HD
Intex,Aqua Secure,1900,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.39,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Secure
Motorola,Moto G4 Play,2800,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,1,1,1,2,https://www.amazon.com/s?k=Motorola+Moto+G4+Play
Sony,Xperia XA Ultra,2700,6.0,Yes,1080,1920,8,3000,16.0,21.5,16.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.99,2,2,2,2,https://www.amazon.com/s?k=Sony+Xperia+XA+Ultra
Lenovo,Vibe C,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,54.0,1,1,1,2,https://www.amazon.com/s?k=Lenovo+Vibe+C
HTC,Desire 628 Dual SIM,2200,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.98,2,2,2,2,https://www.amazon.com/s?k=HTC+Desire+628+Dual+SIM
Lyf,Wind 4,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,1,1,1,3,https://www.amazon.com/s?k=Lyf+Wind+4
Lyf,Flame 2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,43.19,1,1,1,1,https://www.amazon.com/s?k=Lyf+Flame+2
Lava,A67,2000,5.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,40.79,1,1,1,1,https://www.amazon.com/s?k=Lava+A67
Micromax,Canvas XP 4G,2000,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,No,No,No,2,Yes,Yes,55.14,1,1,1,1,https://www.amazon.com/s?k=Micromax+Canvas+XP+4G
Intex,Cloud Fame,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,47.39,1,1,1,1,https://www.amazon.com/s?k=Intex+Cloud+Fame
Intex,Aqua Joy,1450,4.0,Yes,480,800,4,512,4.0,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.99,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Joy
HTC,Desire 830,2800,5.5,Yes,1080,1920,8,3000,32.0,13.0,4.0,Android,Yes,Yes,No,1,Yes,Yes,95.99,2,2,2,2,https://www.amazon.com/s?k=HTC+Desire+830
Micromax,Canvas Mega 2,3000,6.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,90.36,1,1,1,2,https://www.amazon.com/s?k=Micromax+Canvas+Mega+2
